@id,rdf:type,skos:prefLabel,skos:notation,skos:broader,skos:topConceptOf,skos:inScheme,skos:note,dcterms:source,pav:version
anzsic:3011,skos:Concept,House Construction,3011,anzsic:301,,anzsic:scheme,,,
anzsic:3019,skos:Concept,Other Residential Building Construction,3019,anzsic:301,,anzsic:scheme,,,
anzsic:3020,skos:Concept,Non-Residential Building Construction,3020,anzsic:302,,anzsic:scheme,,,
anzsic:3101,skos:Concept,Road and Bridge Construction,3101,anzsic:310,,anzsic:scheme,,,
anzsic:3109,skos:Concept,Other Heavy and Civil Engineering Construction,3109,anzsic:310,,anzsic:scheme,,,
anzsic:3211,skos:Concept,Land Development and Subdivision,3211,anzsic:321,,anzsic:scheme,,,
anzsic:3212,skos:Concept,Site Preparation Services,3212,anzsic:321,,anzsic:scheme,,,
anzsic:3221,skos:Concept,Concreting Services,3221,anzsic:322,,anzsic:scheme,,,
anzsic:3222,skos:Concept,Bricklaying Services,3222,anzsic:322,,anzsic:scheme,,,
anzsic:3223,skos:Concept,Roofing Services,3223,anzsic:322,,anzsic:scheme,,,
anzsic:3224,skos:Concept,Structural Steel Erection Services,3224,anzsic:322,,anzsic:scheme,,,
anzsic:3231,skos:Concept,Plumbing Services,3231,anzsic:323,,anzsic:scheme,,,
anzsic:3232,skos:Concept,Electrical Services,3232,anzsic:323,,anzsic:scheme,,,
anzsic:3233,skos:Concept,Air Conditioning and Heating Services,3233,anzsic:323,,anzsic:scheme,,,
anzsic:3234,skos:Concept,Fire and Security Alarm Installation Services,3234,anzsic:323,,anzsic:scheme,,,
anzsic:3239,skos:Concept,Other Building Installation Services,3239,anzsic:323,,anzsic:scheme,,,
anzsic:3241,skos:Concept,Plastering and Ceiling Services,3241,anzsic:324,,anzsic:scheme,,,
anzsic:3242,skos:Concept,Carpentry Services,3242,anzsic:324,,anzsic:scheme,,,
anzsic:3243,skos:Concept,Tiling and Carpeting Services,3243,anzsic:324,,anzsic:scheme,,,
anzsic:3244,skos:Concept,Painting and Decorating Services,3244,anzsic:324,,anzsic:scheme,,,
anzsic:3245,skos:Concept,Glazing Services,3245,anzsic:324,,anzsic:scheme,,,
anzsic:3291,skos:Concept,Landscape Construction Services,3291,anzsic:329,,anzsic:scheme,,,
anzsic:3292,skos:Concept,Hire of Construction Machinery with Operator,3292,anzsic:329,,anzsic:scheme,,,
anzsic:3299,skos:Concept,Other Construction Services n.e.c.,3299,anzsic:329,,anzsic:scheme,,,
anzsic:3311,skos:Concept,Wool Wholesaling,3311,anzsic:331,,anzsic:scheme,,,
anzsic:3312,skos:Concept,Cereal Grain Wholesaling,3312,anzsic:331,,anzsic:scheme,,,
anzsic:3319,skos:Concept,Other Agricultural Product Wholesaling,3319,anzsic:331,,anzsic:scheme,,,
anzsic:3321,skos:Concept,Petroleum Product Wholesaling,3321,anzsic:332,,anzsic:scheme,,,
anzsic:3322,skos:Concept,Metal and Mineral Wholesaling,3322,anzsic:332,,anzsic:scheme,,,
anzsic:3323,skos:Concept,Industrial and Agricultural Chemical Product Wholesaling,3323,anzsic:332,,anzsic:scheme,,,
anzsic:3331,skos:Concept,Timber Wholesaling,3331,anzsic:333,,anzsic:scheme,,,
anzsic:3332,skos:Concept,Plumbing Goods Wholesaling,3332,anzsic:333,,anzsic:scheme,,,
anzsic:3339,skos:Concept,Other Hardware Goods Wholesaling,3339,anzsic:333,,anzsic:scheme,,,
anzsic:3411,skos:Concept,Agricultural and Construction Machinery Wholesaling,3411,anzsic:341,,anzsic:scheme,,,
anzsic:3419,skos:Concept,Other Specialised Industrial Machinery and Equipment Wholesaling,3419,anzsic:341,,anzsic:scheme,,,
anzsic:3491,skos:Concept,Professional and Scientific Goods Wholesaling,3491,anzsic:349,,anzsic:scheme,,,
anzsic:3492,skos:Concept,Computer and Computer Peripheral Wholesaling,3492,anzsic:349,,anzsic:scheme,,,
anzsic:3493,skos:Concept,Telecommunication Goods Wholesaling,3493,anzsic:349,,anzsic:scheme,,,
anzsic:3494,skos:Concept,Other Electrical and Electronic Goods Wholesaling,3494,anzsic:349,,anzsic:scheme,,,
anzsic:3499,skos:Concept,Other Machinery and Equipment Wholesaling n.e.c.,3499,anzsic:349,,anzsic:scheme,,,
anzsic:3501,skos:Concept,Car Wholesaling,3501,anzsic:350,,anzsic:scheme,,,
anzsic:3502,skos:Concept,Commercial Vehicle Wholesaling,3502,anzsic:350,,anzsic:scheme,,,
anzsic:3503,skos:Concept,Trailer and Other Motor Vehicle Wholesaling,3503,anzsic:350,,anzsic:scheme,,,
anzsic:3504,skos:Concept,Motor Vehicle New Parts Wholesaling,3504,anzsic:350,,anzsic:scheme,,,
anzsic:3505,skos:Concept,Motor Vehicle Dismantling and Used Parts Wholesaling,3505,anzsic:350,,anzsic:scheme,,,
anzsic:3601,skos:Concept,General Line Grocery Wholesaling,3601,anzsic:360,,anzsic:scheme,,,
anzsic:3602,skos:Concept,"Meat, Poultry and Smallgoods Wholesaling",3602,anzsic:360,,anzsic:scheme,,,
anzsic:3603,skos:Concept,Dairy Produce Wholesaling,3603,anzsic:360,,anzsic:scheme,,,
anzsic:3604,skos:Concept,Fish and Seafood Wholesaling,3604,anzsic:360,,anzsic:scheme,,,
anzsic:3605,skos:Concept,Fruit and Vegetable Wholesaling,3605,anzsic:360,,anzsic:scheme,,,
anzsic:3606,skos:Concept,Liquor and Tobacco Product Wholesaling,3606,anzsic:360,,anzsic:scheme,,,
anzsic:3609,skos:Concept,Other Grocery Wholesaling,3609,anzsic:360,,anzsic:scheme,,,
anzsic:3711,skos:Concept,Textile Product Wholesaling,3711,anzsic:371,,anzsic:scheme,,,
anzsic:3712,skos:Concept,Clothing and Footwear Wholesaling,3712,anzsic:371,,anzsic:scheme,,,
anzsic:3720,skos:Concept,Pharmaceutical and Toiletry Goods Wholesaling,3720,anzsic:372,,anzsic:scheme,,,
anzsic:3731,skos:Concept,Furniture and Floor Covering Wholesaling,3731,anzsic:373,,anzsic:scheme,,,
anzsic:3732,skos:Concept,Jewellery and Watch Wholesaling,3732,anzsic:373,,anzsic:scheme,,,
anzsic:3733,skos:Concept,Kitchen and Diningware Wholesaling,3733,anzsic:373,,anzsic:scheme,,,
anzsic:3734,skos:Concept,Toy and Sporting Goods Wholesaling,3734,anzsic:373,,anzsic:scheme,,,
anzsic:3735,skos:Concept,Book and Magazine Wholesaling,3735,anzsic:373,,anzsic:scheme,,,
anzsic:3736,skos:Concept,Paper Product Wholesaling,3736,anzsic:373,,anzsic:scheme,,,
anzsic:3739,skos:Concept,Other Goods Wholesaling n.e.c.,3739,anzsic:373,,anzsic:scheme,,,
anzsic:3800,skos:Concept,Commission-Based Wholesaling,3800,anzsic:380,,anzsic:scheme,,,
anzsic:3911,skos:Concept,Car Retailing,3911,anzsic:391,,anzsic:scheme,,,
anzsic:3912,skos:Concept,Motor Cycle Retailing,3912,anzsic:391,,anzsic:scheme,,,
anzsic:3913,skos:Concept,Trailer and Other Motor Vehicle Retailing,3913,anzsic:391,,anzsic:scheme,,,
anzsic:3921,skos:Concept,Motor Vehicle Parts Retailing,3921,anzsic:392,,anzsic:scheme,,,
anzsic:3922,skos:Concept,Tyre Retailing,3922,anzsic:392,,anzsic:scheme,,,
anzsic:4000,skos:Concept,Fuel Retailing,4000,anzsic:400,,anzsic:scheme,,,
anzsic:4110,skos:Concept,Supermarket and Grocery Stores,4110,anzsic:411,,anzsic:scheme,,,
anzsic:4121,skos:Concept,"Fresh Meat, Fish and Poultry Retailing",4121,anzsic:412,,anzsic:scheme,,,
anzsic:4122,skos:Concept,Fruit and Vegetable Retailing,4122,anzsic:412,,anzsic:scheme,,,
anzsic:4123,skos:Concept,Liquor Retailing,4123,anzsic:412,,anzsic:scheme,,,
anzsic:4129,skos:Concept,Other Specialised Food Retailing,4129,anzsic:412,,anzsic:scheme,,,
anzsic:4211,skos:Concept,Furniture Retailing,4211,anzsic:421,,anzsic:scheme,,,
anzsic:4212,skos:Concept,Floor Coverings Retailing,4212,anzsic:421,,anzsic:scheme,,,
anzsic:4213,skos:Concept,Houseware Retailing,4213,anzsic:421,,anzsic:scheme,,,
anzsic:4214,skos:Concept,Manchester and Other Textile Goods Retailing,4214,anzsic:421,,anzsic:scheme,,,
anzsic:4221,skos:Concept,"Electrical, Electronic and Gas Appliance Retailing",4221,anzsic:422,,anzsic:scheme,,,
anzsic:4222,skos:Concept,Computer and Computer Peripheral Retailing,4222,anzsic:422,,anzsic:scheme,,,
anzsic:4229,skos:Concept,Other Electrical and Electronic Goods Retailing,4229,anzsic:422,,anzsic:scheme,,,
anzsic:4231,skos:Concept,Hardware and Building Supplies Retailing,4231,anzsic:423,,anzsic:scheme,,,
anzsic:4232,skos:Concept,Garden Supplies Retailing,4232,anzsic:423,,anzsic:scheme,,,
anzsic:4241,skos:Concept,Sport and Camping Equipment Retailing,4241,anzsic:424,,anzsic:scheme,,,
anzsic:4242,skos:Concept,Entertainment Media Retailing,4242,anzsic:424,,anzsic:scheme,,,
anzsic:4243,skos:Concept,Toy and Game Retailing,4243,anzsic:424,,anzsic:scheme,,,
anzsic:4244,skos:Concept,Newspaper and Book Retailing,4244,anzsic:424,,anzsic:scheme,,,
anzsic:4245,skos:Concept,Marine Equipment Retailing,4245,anzsic:424,,anzsic:scheme,,,
anzsic:4251,skos:Concept,Clothing Retailing,4251,anzsic:425,,anzsic:scheme,,,
anzsic:4252,skos:Concept,Footwear Retailing,4252,anzsic:425,,anzsic:scheme,,,
anzsic:4253,skos:Concept,Watch and Jewellery Retailing,4253,anzsic:425,,anzsic:scheme,,,
anzsic:4259,skos:Concept,Other Personal Accessory Retailing,4259,anzsic:425,,anzsic:scheme,,,
anzsic:4260,skos:Concept,Department Stores,4260,anzsic:426,,anzsic:scheme,,,
anzsic:4271,skos:Concept,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing",4271,anzsic:427,,anzsic:scheme,,,
anzsic:4272,skos:Concept,Stationery Goods Retailing,4272,anzsic:427,,anzsic:scheme,,,
anzsic:4273,skos:Concept,Antique and Used Goods Retailing,4273,anzsic:427,,anzsic:scheme,,,
anzsic:4274,skos:Concept,Flower Retailing,4274,anzsic:427,,anzsic:scheme,,,
anzsic:4279,skos:Concept,Other Store-Based Retailing n.e.c.,4279,anzsic:427,,anzsic:scheme,,,
anzsic:4310,skos:Concept,Non-Store Retailing,4310,anzsic:431,,anzsic:scheme,,,
anzsic:4320,skos:Concept,Retail Commission-Based Buying and/or Selling,4320,anzsic:432,,anzsic:scheme,,,
anzsic:4400,skos:Concept,Accommodation,4400,anzsic:440,,anzsic:scheme,,,
anzsic:4511,skos:Concept,Cafes and Restaurants,4511,anzsic:451,,anzsic:scheme,,,
anzsic:4512,skos:Concept,Takeaway Food Services,4512,anzsic:451,,anzsic:scheme,,,
anzsic:4513,skos:Concept,Catering Services,4513,anzsic:451,,anzsic:scheme,,,
anzsic:4520,skos:Concept,"Pubs, Taverns and Bars",4520,anzsic:452,,anzsic:scheme,,,
anzsic:4530,skos:Concept,Clubs (Hospitality),4530,anzsic:453,,anzsic:scheme,,,
anzsic:4610,skos:Concept,Road Freight Transport,4610,anzsic:461,,anzsic:scheme,,,
anzsic:4621,skos:Concept,Interurban and Rural Bus Transport,4621,anzsic:462,,anzsic:scheme,,,
anzsic:4622,skos:Concept,Urban Bus Transport (Including Tramway),4622,anzsic:462,,anzsic:scheme,,,
anzsic:4623,skos:Concept,Taxi and Other Road Transport,4623,anzsic:462,,anzsic:scheme,,,
anzsic:4710,skos:Concept,Rail Freight Transport,4710,anzsic:471,,anzsic:scheme,,,
anzsic:4720,skos:Concept,Rail Passenger Transport,4720,anzsic:472,,anzsic:scheme,,,
anzsic:4810,skos:Concept,Water Freight Transport,4810,anzsic:481,,anzsic:scheme,,,
anzsic:4820,skos:Concept,Water Passenger Transport,4820,anzsic:482,,anzsic:scheme,,,
anzsic:4900,skos:Concept,Air and Space Transport,4900,anzsic:490,,anzsic:scheme,,,
anzsic:5010,skos:Concept,Scenic and Sightseeing Transport,5010,anzsic:501,,anzsic:scheme,,,
anzsic:5021,skos:Concept,Pipeline Transport,5021,anzsic:502,,anzsic:scheme,,,
anzsic:5029,skos:Concept,Other Transport n.e.c.,5029,anzsic:502,,anzsic:scheme,,,
anzsic:5101,skos:Concept,Postal Services,5101,anzsic:510,,anzsic:scheme,,,
anzsic:5102,skos:Concept,Courier Pick-up and Delivery Services,5102,anzsic:510,,anzsic:scheme,,,
anzsic:5211,skos:Concept,Stevedoring Services,5211,anzsic:521,,anzsic:scheme,,,
anzsic:5212,skos:Concept,Port and Water Transport Terminal Operations,5212,anzsic:521,,anzsic:scheme,,,
anzsic:5219,skos:Concept,Other Water Transport Support Services,5219,anzsic:521,,anzsic:scheme,,,
anzsic:5220,skos:Concept,Airport Operations and Other Air Transport Support Services,5220,anzsic:522,,anzsic:scheme,,,
anzsic:5291,skos:Concept,Customs Agency Services,5291,anzsic:529,,anzsic:scheme,,,
anzsic:5292,skos:Concept,Freight Forwarding Services,5292,anzsic:529,,anzsic:scheme,,,
anzsic:5299,skos:Concept,Other Transport Support Services n.e.c.,5299,anzsic:529,,anzsic:scheme,,,
anzsic:5301,skos:Concept,Grain Storage Services,5301,anzsic:530,,anzsic:scheme,,,
anzsic:5309,skos:Concept,Other Warehousing and Storage Services,5309,anzsic:530,,anzsic:scheme,,,
anzsic:5411,skos:Concept,Newspaper Publishing,5411,anzsic:541,,anzsic:scheme,,,
anzsic:5412,skos:Concept,Magazine and Other Periodical Publishing,5412,anzsic:541,,anzsic:scheme,,,
anzsic:5413,skos:Concept,Book Publishing,5413,anzsic:541,,anzsic:scheme,,,
anzsic:5414,skos:Concept,Directory and Mailing List Publishing,5414,anzsic:541,,anzsic:scheme,,,
anzsic:5419,skos:Concept,"Other Publishing (except Software, Music and Internet)",5419,anzsic:541,,anzsic:scheme,,,
anzsic:5420,skos:Concept,Software Publishing,5420,anzsic:542,,anzsic:scheme,,,
anzsic:5511,skos:Concept,Motion Picture and Video Production,5511,anzsic:551,,anzsic:scheme,,,
anzsic:5512,skos:Concept,Motion Picture and Video Distribution,5512,anzsic:551,,anzsic:scheme,,,
anzsic:5513,skos:Concept,Motion Picture Exhibition,5513,anzsic:551,,anzsic:scheme,,,
anzsic:5514,skos:Concept,Post-production Services and Other Motion Picture and Video Activities,5514,anzsic:551,,anzsic:scheme,,,
anzsic:5521,skos:Concept,Music Publishing,5521,anzsic:552,,anzsic:scheme,,,
anzsic:5522,skos:Concept,Music and Other Sound Recording Activities,5522,anzsic:552,,anzsic:scheme,,,
anzsic:5610,skos:Concept,Radio Broadcasting,5610,anzsic:561,,anzsic:scheme,,,
anzsic:5621,skos:Concept,Free-to-Air Television Broadcasting,5621,anzsic:562,,anzsic:scheme,,,
anzsic:5622,skos:Concept,Cable and Other Subscription Broadcasting,5622,anzsic:562,,anzsic:scheme,,,
anzsic:5700,skos:Concept,Internet Publishing and Broadcasting,5700,anzsic:570,,anzsic:scheme,,,
anzsic:5801,skos:Concept,Wired Telecommunications Network Operation,5801,anzsic:580,,anzsic:scheme,,,
anzsic:5802,skos:Concept,Other Telecommunications Network Operation,5802,anzsic:580,,anzsic:scheme,,,
anzsic:5809,skos:Concept,Other Telecommunications Services,5809,anzsic:580,,anzsic:scheme,,,
anzsic:5910,skos:Concept,Internet Service Providers and Web Search Portals,5910,anzsic:591,,anzsic:scheme,,,
anzsic:5921,skos:Concept,Data Processing and Web Hosting Services,5921,anzsic:592,,anzsic:scheme,,,
anzsic:5922,skos:Concept,Electronic Information Storage Services,5922,anzsic:592,,anzsic:scheme,,,
anzsic:6010,skos:Concept,Libraries and Archives,6010,anzsic:601,,anzsic:scheme,,,
anzsic:6020,skos:Concept,Other Information Services,6020,anzsic:602,,anzsic:scheme,,,
anzsic:6210,skos:Concept,Central Banking,6210,anzsic:621,,anzsic:scheme,,,
anzsic:6221,skos:Concept,Banking,6221,anzsic:622,,anzsic:scheme,,,
anzsic:6222,skos:Concept,Building Society Operation,6222,anzsic:622,,anzsic:scheme,,,
anzsic:6223,skos:Concept,Credit Union Operation,6223,anzsic:622,,anzsic:scheme,,,
anzsic:6229,skos:Concept,Other Depository Financial Intermediation,6229,anzsic:622,,anzsic:scheme,,,
anzsic:6230,skos:Concept,Non-Depository Financing,6230,anzsic:623,,anzsic:scheme,,,
anzsic:6240,skos:Concept,Financial Asset Investing,6240,anzsic:624,,anzsic:scheme,,,
anzsic:6310,skos:Concept,Life Insurance,6310,anzsic:631,,anzsic:scheme,,,
anzsic:6321,skos:Concept,Health Insurance,6321,anzsic:632,,anzsic:scheme,,,
anzsic:6322,skos:Concept,General Insurance,6322,anzsic:632,,anzsic:scheme,,,
anzsic:6330,skos:Concept,Superannuation Funds,6330,anzsic:633,,anzsic:scheme,,,
anzsic:6411,skos:Concept,Financial Asset Broking Services,6411,anzsic:641,,anzsic:scheme,,,
anzsic:6419,skos:Concept,Other Auxiliary Finance and Investment Services,6419,anzsic:641,,anzsic:scheme,,,
anzsic:6420,skos:Concept,Auxiliary Insurance Services,6420,anzsic:642,,anzsic:scheme,,,
anzsic:6611,skos:Concept,Passenger Car Rental and Hiring,6611,anzsic:661,,anzsic:scheme,,,
anzsic:6619,skos:Concept,Other Motor Vehicle and Transport Equipment Rental and Hiring,6619,anzsic:661,,anzsic:scheme,,,
anzsic:6620,skos:Concept,Farm Animal and Bloodstock Leasing,6620,anzsic:662,,anzsic:scheme,,,
anzsic:6631,skos:Concept,Heavy Machinery and Scaffolding Rental and Hiring,6631,anzsic:663,,anzsic:scheme,,,
anzsic:6632,skos:Concept,Video and Other Electronic Media Rental and Hiring,6632,anzsic:663,,anzsic:scheme,,,
anzsic:6639,skos:Concept,Other Goods and Equipment Rental and Hiring n.e.c.,6639,anzsic:663,,anzsic:scheme,,,
anzsic:6640,skos:Concept,Non-Financial Intangible Assets (Except Copyrights) Leasing,6640,anzsic:664,,anzsic:scheme,,,
anzsic:6711,skos:Concept,Residential Property Operators,6711,anzsic:671,,anzsic:scheme,,,
anzsic:6712,skos:Concept,Non-Residential Property Operators,6712,anzsic:671,,anzsic:scheme,,,
anzsic:6720,skos:Concept,Real Estate Services,6720,anzsic:672,,anzsic:scheme,,,
anzsic:6910,skos:Concept,Scientific Research Services,6910,anzsic:691,,anzsic:scheme,,,
anzsic:6921,skos:Concept,Architectural Services,6921,anzsic:692,,anzsic:scheme,,,
anzsic:6922,skos:Concept,Surveying and Mapping Services,6922,anzsic:692,,anzsic:scheme,,,
anzsic:6923,skos:Concept,Engineering Design and Engineering Consulting Services,6923,anzsic:692,,anzsic:scheme,,,
anzsic:6924,skos:Concept,Other Specialised Design Services,6924,anzsic:692,,anzsic:scheme,,,
anzsic:6925,skos:Concept,Scientific Testing and Analysis Services,6925,anzsic:692,,anzsic:scheme,,,
anzsic:6931,skos:Concept,Legal Services,6931,anzsic:693,,anzsic:scheme,,,
anzsic:6932,skos:Concept,Accounting Services,6932,anzsic:693,,anzsic:scheme,,,
anzsic:6940,skos:Concept,Advertising Services,6940,anzsic:694,,anzsic:scheme,,,
anzsic:6950,skos:Concept,Market Research and Statistical Services,6950,anzsic:695,,anzsic:scheme,,,
anzsic:6961,skos:Concept,Corporate Head Office Management Services,6961,anzsic:696,,anzsic:scheme,,,
anzsic:6962,skos:Concept,Management Advice and Related Consulting Services,6962,anzsic:696,,anzsic:scheme,,,
anzsic:6970,skos:Concept,Veterinary Services,6970,anzsic:697,,anzsic:scheme,,,
anzsic:6991,skos:Concept,Professional Photographic Services,6991,anzsic:699,,anzsic:scheme,,,
anzsic:6999,skos:Concept,"Other Professional, Scientific and Technical Services n.e.c.",6999,anzsic:699,,anzsic:scheme,,,
anzsic:7000,skos:Concept,Computer System Design and Related Services,7000,anzsic:700,,anzsic:scheme,,,
anzsic:7211,skos:Concept,Employment Placement and Recruitment Services,7211,anzsic:721,,anzsic:scheme,,,
anzsic:7212,skos:Concept,Labour Supply Services,7212,anzsic:721,,anzsic:scheme,,,
anzsic:7220,skos:Concept,Travel Agency and Tour Arrangement Services,7220,anzsic:722,,anzsic:scheme,,,
anzsic:7291,skos:Concept,Office Administrative Services,7291,anzsic:729,,anzsic:scheme,,,
anzsic:7292,skos:Concept,Document Preparation Services,7292,anzsic:729,,anzsic:scheme,,,
anzsic:7293,skos:Concept,Credit Reporting and Debt Collection Services,7293,anzsic:729,,anzsic:scheme,,,
anzsic:7294,skos:Concept,Call Centre Operation,7294,anzsic:729,,anzsic:scheme,,,
anzsic:7299,skos:Concept,Other Administrative Services n.e.c.,7299,anzsic:729,,anzsic:scheme,,,
anzsic:7311,skos:Concept,Building and Other Industrial Cleaning Services,7311,anzsic:731,,anzsic:scheme,,,
anzsic:7312,skos:Concept,Building Pest Control Services,7312,anzsic:731,,anzsic:scheme,,,
anzsic:7313,skos:Concept,Gardening Services,7313,anzsic:731,,anzsic:scheme,,,
anzsic:7320,skos:Concept,Packaging Services,7320,anzsic:732,,anzsic:scheme,,,
anzsic:7510,skos:Concept,Central Government Administration,7510,anzsic:751,,anzsic:scheme,,,
anzsic:7520,skos:Concept,State Government Administration,7520,anzsic:752,,anzsic:scheme,,,
anzsic:7530,skos:Concept,Local Government Administration,7530,anzsic:753,,anzsic:scheme,,,
anzsic:7540,skos:Concept,Justice,7540,anzsic:754,,anzsic:scheme,,,
anzsic:7551,skos:Concept,Domestic Government Representation,7551,anzsic:755,,anzsic:scheme,,,
anzsic:7552,skos:Concept,Foreign Government Representation,7552,anzsic:755,,anzsic:scheme,,,
anzsic:7600,skos:Concept,Defence,7600,anzsic:760,,anzsic:scheme,,,
anzsic:7711,skos:Concept,Police Services,7711,anzsic:771,,anzsic:scheme,,,
anzsic:7712,skos:Concept,Investigation and Security Services,7712,anzsic:771,,anzsic:scheme,,,
anzsic:7713,skos:Concept,Fire Protection and Other Emergency Services,7713,anzsic:771,,anzsic:scheme,,,
anzsic:7714,skos:Concept,Correctional and Detention Services,7714,anzsic:771,,anzsic:scheme,,,
anzsic:7719,skos:Concept,Other Public Order and Safety Services,7719,anzsic:771,,anzsic:scheme,,,
anzsic:7720,skos:Concept,Regulatory Services,7720,anzsic:772,,anzsic:scheme,,,
anzsic:8010,skos:Concept,Preschool Education,8010,anzsic:801,,anzsic:scheme,,,
anzsic:8021,skos:Concept,Primary Education,8021,anzsic:802,,anzsic:scheme,,,
anzsic:8022,skos:Concept,Secondary Education,8022,anzsic:802,,anzsic:scheme,,,
anzsic:8023,skos:Concept,Combined Primary and Secondary Education,8023,anzsic:802,,anzsic:scheme,,,
anzsic:8024,skos:Concept,Special School Education,8024,anzsic:802,,anzsic:scheme,,,
anzsic:8101,skos:Concept,Technical and Vocational Education and Training,8101,anzsic:810,,anzsic:scheme,,,
anzsic:8102,skos:Concept,Higher Education,8102,anzsic:810,,anzsic:scheme,,,
anzsic:8211,skos:Concept,Sports and Physical Recreation Instruction,8211,anzsic:821,,anzsic:scheme,,,
anzsic:8212,skos:Concept,Arts Education,8212,anzsic:821,,anzsic:scheme,,,
anzsic:8219,skos:Concept,"Adult, Community and Other Education n.e.c.",8219,anzsic:821,,anzsic:scheme,,,
anzsic:8220,skos:Concept,Educational Support Services,8220,anzsic:822,,anzsic:scheme,,,
anzsic:8401,skos:Concept,Hospitals (Except Psychiatric Hospitals),8401,anzsic:840,,anzsic:scheme,,,
anzsic:8402,skos:Concept,Psychiatric Hospitals,8402,anzsic:840,,anzsic:scheme,,,
anzsic:8511,skos:Concept,General Practice Medical Services,8511,anzsic:851,,anzsic:scheme,,,
anzsic:8512,skos:Concept,Specialist Medical Services,8512,anzsic:851,,anzsic:scheme,,,
anzsic:8520,skos:Concept,Pathology and Diagnostic Imaging Services,8520,anzsic:852,,anzsic:scheme,,,
anzsic:8531,skos:Concept,Dental Services,8531,anzsic:853,,anzsic:scheme,,,
anzsic:8532,skos:Concept,Optometry and Optical Dispensing,8532,anzsic:853,,anzsic:scheme,,,
anzsic:8533,skos:Concept,Physiotherapy Services,8533,anzsic:853,,anzsic:scheme,,,
anzsic:8534,skos:Concept,Chiropractic and Osteopathic Services,8534,anzsic:853,,anzsic:scheme,,,
anzsic:8539,skos:Concept,Other Allied Health Services,8539,anzsic:853,,anzsic:scheme,,,
anzsic:8591,skos:Concept,Ambulance Services,8591,anzsic:859,,anzsic:scheme,,,
anzsic:8599,skos:Concept,Other Health Care Services n.e.c.,8599,anzsic:859,,anzsic:scheme,,,
anzsic:8601,skos:Concept,Aged Care Residential Services,8601,anzsic:860,,anzsic:scheme,,,
anzsic:8609,skos:Concept,Other Residential Care Services,8609,anzsic:860,,anzsic:scheme,,,
anzsic:8710,skos:Concept,Child Care Services,8710,anzsic:871,,anzsic:scheme,,,
anzsic:8790,skos:Concept,Other Social Assistance Services,8790,anzsic:879,,anzsic:scheme,,,
anzsic:8910,skos:Concept,Museum Operation,8910,anzsic:891,,anzsic:scheme,,,
anzsic:8921,skos:Concept,Zoological and Botanical Gardens Operation,8921,anzsic:892,,anzsic:scheme,,,
anzsic:8922,skos:Concept,Nature Reserves and Conservation Parks Operation,8922,anzsic:892,,anzsic:scheme,,,
anzsic:9001,skos:Concept,Performing Arts Operation,9001,anzsic:900,,anzsic:scheme,,,
anzsic:9002,skos:Concept,"Creative Artists, Musicians, Writers and Performers",9002,anzsic:900,,anzsic:scheme,,,
anzsic:9003,skos:Concept,Performing Arts Venue Operation,9003,anzsic:900,,anzsic:scheme,,,
anzsic:9111,skos:Concept,Health and Fitness Centres and Gymnasia Operation,9111,anzsic:911,,anzsic:scheme,,,
anzsic:9112,skos:Concept,Sports and Physical Recreation Clubs and Sports Professionals,9112,anzsic:911,,anzsic:scheme,,,
anzsic:9113,skos:Concept,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",9113,anzsic:911,,anzsic:scheme,,,
anzsic:9114,skos:Concept,Sports and Physical Recreation Administrative Service,9114,anzsic:911,,anzsic:scheme,,,
anzsic:9121,skos:Concept,Horse and Dog Racing Administration and Track Operation,9121,anzsic:912,,anzsic:scheme,,,
anzsic:9129,skos:Concept,Other Horse and Dog Racing Activities,9129,anzsic:912,,anzsic:scheme,,,
anzsic:9131,skos:Concept,Amusement Parks and Centres Operation,9131,anzsic:913,,anzsic:scheme,,,
anzsic:9139,skos:Concept,Amusement and Other Recreational Activities n.e.c.,9139,anzsic:913,,anzsic:scheme,,,
anzsic:9201,skos:Concept,Casino Operation,9201,anzsic:920,,anzsic:scheme,,,
anzsic:9202,skos:Concept,Lottery Operation,9202,anzsic:920,,anzsic:scheme,,,
anzsic:9209,skos:Concept,Other Gambling Activities,9209,anzsic:920,,anzsic:scheme,,,
anzsic:9411,skos:Concept,Automotive Electrical Services,9411,anzsic:941,,anzsic:scheme,,,
anzsic:9412,skos:Concept,"Automotive Body, Paint and Interior Repair",9412,anzsic:941,,anzsic:scheme,,,
anzsic:9419,skos:Concept,Other Automotive Repair and Maintenance,9419,anzsic:941,,anzsic:scheme,,,
anzsic:9421,skos:Concept,Domestic Appliance Repair and Maintenance,9421,anzsic:942,,anzsic:scheme,,,
anzsic:9422,skos:Concept,Electronic (except Domestic Appliance) and Precision Equipment Repair,9422,anzsic:942,,anzsic:scheme,,,
anzsic:9429,skos:Concept,Other Machinery and Equipment Repair and Maintenance,9429,anzsic:942,,anzsic:scheme,,,
anzsic:9491,skos:Concept,Clothing and Footwear Repair,9491,anzsic:949,,anzsic:scheme,,,
anzsic:9499,skos:Concept,Other Repair and Maintenance n.e.c.,9499,anzsic:949,,anzsic:scheme,,,
anzsic:9511,skos:Concept,Hairdressing and Beauty Services,9511,anzsic:951,,anzsic:scheme,,,
anzsic:9512,skos:Concept,Diet and Weight Reduction Centre Operation,9512,anzsic:951,,anzsic:scheme,,,
